id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2318,Casa Madrona - Urban Oasis 1 block from the park!,2536,Megan,Central Area,Madrona,47.61094,-122.29286,Entire home/apt,449,7,35,2021-08-07,0.61,1,204,3,STR-OPLI-19-002837
6606,"Fab, private seattle urban cottage!",14942,Joyce,Other neighborhoods,Wallingford,47.65444,-122.33629,Entire home/apt,99,3,157,2021-09-14,2.42,1,0,8,str-opli-19-002622
9419,Glorious sun room w/ memory foambed,30559,Angielena,Other neighborhoods,Georgetown,47.55017,-122.31937,Private room,75,2,153,2021-07-27,1.13,9,344,5,STR-OPLI-19-003039
9531,The Adorable Sweet Orange Craftsman,31481,Cassie,West Seattle,Fairmount Park,47.55495,-122.38663,Entire home/apt,174,3,49,2021-09-07,0.55,2,265,9,STR-OPLI-19-002182
9534,The Coolest Tangerine Dream MIL!,31481,Cassie,West Seattle,Fairmount Park,47.55627,-122.38607,Entire home/apt,145,5,58,2021-04-25,0.57,2,122,5,STR-OPLI-19-002182
9909,Luna Lower - West Seattle,33360,Laura,West Seattle,Fairmount Park,47.56612,-122.37273,Entire home/apt,90,30,77,2021-09-05,1.41,10,282,3,19-000033
10209,Cozy West Seattle Home,31553,Mike & Cassandra,Delridge,High Point,47.5525,-122.36337,Private room,75,5,43,2021-07-01,0.31,5,294,4,STR-OPLI-19-001095
17229,Cozy West Seattle Home 2,31553,Mike & Cassandra,Delridge,High Point,47.55169,-122.36494,Private room,50,5,25,2021-08-14,0.21,5,207,2,STR-OPLI-19-001095
25002,"Beautiful, Private Spot in Quiet Ballard",102684,Amanda,Ballard,Whittier Heights,47.67947,-122.37196,Entire home/apt,79,2,877,2021-09-19,11.87,1,134,60,STR-OPLI-19-002617
30712,Cozy Ballard Apartment,107605,Al,Ballard,Loyal Heights,47.67843,-122.38207,Entire home/apt,67,30,97,2020-03-17,0.85,2,328,0,STR-OPLI-19-002891
41401,Home Away From Home - MIL Suite,180441,Pina,Beacon Hill,Mid-Beacon Hill,47.55991,-122.31195,Entire home/apt,95,30,28,2017-05-06,0.23,1,267,0,
68508,"Private Entry 180º Views City, Mountains & Lake",340192,Angela,Cascade,Eastlake,47.63815,-122.32344,Entire home/apt,151,30,0,,,2,109,0,STR-OPLI-19-002747
116221,"Modern, Light-Filled Fremont Flat",587302,Danni,Other neighborhoods,Fremont,47.65474,-122.35546,Entire home/apt,75,90,46,2021-07-30,0.37,1,186,3,
117165,Suite+Office in Gorgeous View Home,559827,Judith,West Seattle,Alki,47.57063,-122.4065,Private room,100,2,143,2021-06-01,1.76,2,260,2,STR-OPLI-19-002463
119103,Teeny Tiny Guestyhouse!,601600,Hal,Other neighborhoods,Fremont,47.65244,-122.35108,Entire home/apt,79,3,442,2021-09-21,3.59,2,311,37,STR-OPLI-19-000772
132120,Mother-in-Law Apartment in Seattle,378445,Ralph,Other neighborhoods,Wallingford,47.66938,-122.33516,Entire home/apt,75,30,126,2020-08-03,1.62,1,267,0,STR-OPLI-19-001229
132160,Green Lake Guest Suite with Infrared Sauna,558743,Natalie,Other neighborhoods,Green Lake,47.68205,-122.34275,Entire home/apt,188,3,322,2021-09-23,3.65,1,0,32,STR-OPLI-19-000659
140331,Metrobilly Retreat,683617,Jana,Central Area,Harrison/Denny-Blaine,47.62023,-122.29142,Private room,65,30,163,2021-08-22,2.58,1,263,6,STR-OPLI-19-003314
151545,Beautiful Water View Condo near UW + Eastlake!,306615,Tara,Capitol Hill,Portage Bay,47.65062,-122.32008,Entire home/apt,249,60,45,2021-08-19,1.24,3,108,7,STR-OPLI-19-002004
170273,Three Bedroom Historic Home near Kraken Arena with Tickets,804996,Nadine,Queen Anne,Lower Queen Anne,47.62734,-122.35793,Entire home/apt,750,3,260,2020-03-14,6.07,1,170,0,STR-OPLI-19-001452
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.67757,-122.36172,Entire home/apt,300,30,28,2021-04-07,0.32,1,253,2,
210316,"""The 5-Star House""  #9 The red room",2438665,Flor,Other neighborhoods,Crown Hill,47.70085,-122.367,Private room,60,30,75,2020-11-01,0.99,4,116,1,STR-OPLI-19-002472
217142,Location! Monthly Discounts  spacious 2Bd/2Ba,8243075,Lori,Downtown,Belltown,47.61576,-122.34667,Entire home/apt,259,2,204,2021-09-21,2.35,4,42,21,STR-OPLI-19-001535
224763,Location! Low Monthly Rates.  Luxury w/pkg inc.,8243075,Lori,Downtown,Belltown,47.61519,-122.34948,Entire home/apt,193,2,136,2021-08-18,1.52,4,30,15,STR-OPLI-19-001600
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.66133,-122.40088,Private room,52,1,226,2021-09-22,8.87,2,348,8,STR-OPLI-19-000684
226677,Sunny Parisian room w/ best cooling memoryfoam bed,30559,Angielena,Beacon Hill,Mid-Beacon Hill,47.55062,-122.31827,Private room,55,2,172,2021-09-13,2.30,9,340,8,STR-OPLI-19-003039
233502,West Seattle room with private bath,1215564,Danielle,West Seattle,North Admiral,47.57178,-122.37466,Private room,60,30,1,2012-06-06,0.01,1,236,0,
241016,Scandinavian Queen Anne Home,956883,Maija,Queen Anne,North Queen Anne,47.6411,-122.37446,Entire home/apt,309,2,106,2021-08-16,2.81,3,177,3,STR-OPLI-21-000431
241032,Stylish Queen Anne Apartment,956883,Maija,Queen Anne,West Queen Anne,47.63626,-122.37083,Entire home/apt,165,30,299,2019-09-09,2.63,3,364,0,
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67632,-122.36019,Entire home/apt,95,30,161,2019-10-31,1.38,1,159,0,
260613,Charming Hideaway in North Ballard,1387754,Dot & Lucy,Ballard,Whittier Heights,47.687,-122.36697,Entire home/apt,125,3,94,2021-09-21,3.91,1,333,32,STR-OPLI-19-003396
277416,Near Space Needle! Sunny 1 bd/1 ba WiFi CLEAN Prkg,8243075,Lori,Downtown,Belltown,47.61477,-122.34803,Entire home/apt,193,2,144,2021-09-13,2.93,4,18,11,STR-OPLI-19-001537
278830,Shining Starlight house in Seattle,1452570,Emily,Queen Anne,West Queen Anne,47.6341,-122.37296,Entire home/apt,440,2,75,2020-02-16,1.61,4,278,0,STR-OPLI-19-002230
282934,Seattle Sojourn Guest Suite,781716,Andra,Other neighborhoods,Fremont,47.65857,-122.35409,Entire home/apt,140,4,107,2021-08-24,1.05,1,16,7,STR-OPLI-19-000054
284087,The Nest in the Heart of the City,721070,Suzanne,Downtown,First Hill,47.6121,-122.33,Entire home/apt,162,3,245,2021-09-12,2.83,1,295,36,STR-OPLI-19-002053
303277,Hip Condo Private Deck East Lake Union - Long Term,1204187,Kara,Cascade,Eastlake,47.64424,-122.32397,Entire home/apt,165,30,12,2021-02-12,0.10,1,278,2,
338091,"spacious, great location w view",1717589,Judy,Capitol Hill,Broadway,47.61965,-122.32374,Entire home/apt,165,30,120,2019-10-06,1.05,1,365,0,STR-OPLI-21-000724
340706,Charming Wallingford Apartment,1015653,David,Other neighborhoods,Wallingford,47.65431,-122.33358,Entire home/apt,70,4,201,2020-11-29,3.77,1,0,7,STR-OPLI-19-000879
353110,West Seattle Backyard Vacation Cottage,1788284,Eric,West Seattle,North Admiral,47.58037,-122.39163,Entire home/apt,115,30,78,2021-09-13,1.99,1,162,7,
353347,Vacation House West Seattle - Close to Beach,791459,Western Vacation,West Seattle,Arbor Heights,47.50494,-122.37792,Entire home/apt,145,5,50,2021-08-23,0.45,1,352,10,STR-OPLI-19-000237
356248,Seattle 2 BR w Lovely Water Views | BlueStarBnB,306615,Tara,Capitol Hill,Portage Bay,47.65047,-122.32022,Entire home/apt,179,30,26,2021-08-31,1.02,3,143,1,
356608,St. John's Apt. 309 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61401,-122.32235,Entire home/apt,280,3,154,2021-08-23,3.10,5,0,23,STR-OPLI-19-001273
365550,art loft downtown~ID~Stadiums,1025723,Dirk & Jaq,Downtown,International District,47.60002,-122.32742,Private room,102,3,757,2021-09-20,7.65,1,74,14,STR-OPLI-19-000427
368403,Large Luxury Lakeside Seattle Home,4186078,Trung,Other neighborhoods,Green Lake,47.68528,-122.33125,Entire home/apt,600,4,43,2021-09-06,0.51,1,328,6,STR-OPLI-19-001130
370361,Private Guest Studio- Phinney Ridge,1865986,Sheldon,Other neighborhoods,Phinney Ridge,47.68271,-122.35768,Private room,106,3,245,2021-09-19,6.07,2,120,19,STR-OPLI-19-001288
387078,Modern Capitol Hill. LOCATION Great Monthly Rates,1121532,Melissa,Capitol Hill,Broadway,47.62361,-122.32577,Entire home/apt,156,30,178,2021-09-22,3.61,8,322,15,STR-OPLI-19-001903
392140,Fantastic View-Close to Light Rail-Solar Powered!,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58576,-122.31581,Private room,84,3,277,2021-09-08,4.32,2,295,15,STR-OPLI-19-001128
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.57389,-122.31428,Entire home/apt,126,3,151,2021-05-15,2.40,1,154,2,STR-OPLI-21-000037
421168,Greenwood Studio,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.70021,-122.35106,Private room,87,1,357,2021-09-24,4.13,1,153,25,STR-OPLI-21-000424
430610,❤️󱀁 modern ✔roof deck ✔garage✔90Walkscore [Rare],165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.65356,-122.33952,Entire home/apt,372,5,109,2021-07-02,0.99,6,123,4,STR-OPLI-19-001606
461234,Browns House Guest Apt. in Ballard,1870781,Diana,Ballard,Whittier Heights,47.68444,-122.37338,Entire home/apt,99,4,317,2021-09-07,4.02,1,333,30,STR-OPLI-19-003175
475361,NE Seattle Artist Treehouse Suite!,2342082,Marilyn,Lake City,Cedar Park,47.71652,-122.29126,Private room,92,30,116,2019-02-13,2.34,1,174,0,
491958,Columbia City Treehouse Vacation Rental,2431399,Jay,Rainier Valley,Columbia City,47.56007,-122.27873,Entire home/apt,79,2,367,2021-09-17,3.66,1,273,13,STR-OPLI-19-001047
493591,the 5-star  house-# 5-> Marilyn Monroe's room,2438665,Flor,Other neighborhoods,Crown Hill,47.7019,-122.36781,Private room,50,30,181,2021-02-03,1.81,4,116,3,STR-OPLI-19-002472
544433,"8, Sparkling Seattle Center",2612779,Serina,Queen Anne,Lower Queen Anne,47.61957,-122.35655,Entire home/apt,95,30,441,2019-09-02,5.09,1,262,0,
552325,Amazing WaterView Condo near UW + Eastlake - 2B/1B,306615,Tara,Capitol Hill,Portage Bay,47.65043,-122.32021,Entire home/apt,229,30,29,2021-09-07,0.64,3,64,5,
564220,Cute Bungalow #2 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57783,-122.29251,Private room,46,2,195,2020-12-15,4.22,2,4,1,STR-OPLI-19-001749
564428,Cute Bungalow #1 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57796,-122.29373,Private room,47,2,264,2019-11-03,3.49,2,0,0,STR-OPLI-19-001749
565703,Garden Apartment in Madison Valley,2781551,Ron,Central Area,Mann,47.62125,-122.29697,Entire home/apt,120,30,312,2021-06-15,3.45,3,123,4,STR-OPLI-19-001833
566435,"""The 5-Star House"" - # 6->The Hawaiian room",2438665,Flor,Other neighborhoods,Crown Hill,47.70084,-122.36738,Private room,75,30,90,2019-04-28,1.50,4,116,0,STR-OPLI-19-002472
573942,Queen Bee room w/memory foam bed,30559,Angielena,Beacon Hill,Mid-Beacon Hill,47.55004,-122.31742,Private room,61,2,191,2021-09-12,2.26,9,356,23,STR-OPLI-19-003039
580815,St. John's Apt. 319 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.6139,-122.32228,Entire home/apt,163,30,58,2021-09-07,1.02,5,0,4,STR-OPLI-19-001273
598023,West Seattle Home at Alaska Junction!,2613029,Jeffrey,West Seattle,Genesee,47.56162,-122.38812,Private room,120,3,21,2021-09-17,0.77,1,365,5,STR-OPLI-19-000822
604600,Seattle 1 br,103427,Jacqueline M,Downtown,Central Business District,47.61326,-122.33148,Entire home/apt,282,30,1,2014-09-11,0.01,2,365,0,Exempt
607788,Seattle studio,103427,Jacqueline M,Downtown,Central Business District,47.61317,-122.33346,Private room,232,2,2,2013-10-17,0.02,2,365,0,Exempt
609610,A place to stay: studio apartment,3022709,Laura,Rainier Valley,Columbia City,47.56994,-122.29403,Entire home/apt,250,30,22,2016-09-17,0.20,1,267,0,
609701,Charming Fremont Garden Cottage,3023407,Nan,Other neighborhoods,Fremont,47.65607,-122.35899,Entire home/apt,99,4,531,2021-09-23,7.01,1,290,21,STR-OPLI-19-001007
611509,Craftsman with Private Bath & A/C,3032548,Joanna,Other neighborhoods,Wallingford,47.6638,-122.33827,Private room,80,30,83,2020-09-05,1.07,1,236,0,STR-OPLI-19-002927
620518,Spacious quiet/deck Ravenna UW 04-5,3074414,Melissa,Other neighborhoods,Ravenna,47.67489,-122.29078,Entire home/apt,99,30,9,2021-09-05,0.08,75,344,1,
631445,Work from this Belltown View Condo,3139639,Alicia,Downtown,Belltown,47.61373,-122.34887,Entire home/apt,90,30,166,2021-08-30,4.14,1,30,4,
635878,"Center UW Remodeled in 2021, Spacious 2 Beds (203)",3074414,Melissa,University District,University District,47.66313,-122.31428,Entire home/apt,90,30,34,2021-09-11,0.41,75,239,6,STR-OPLI-19-002641
637710,Roots at the Center of the Universe,3181546,Farhad,Other neighborhoods,Fremont,47.653,-122.35595,Entire home/apt,213,2,123,2021-09-13,2.37,1,341,13,STR-OPLI-19-003215
654734,Gorgeous Downtown/Convention Condo,3294357,Rachel & Grace,Downtown,First Hill,47.61311,-122.32947,Entire home/apt,168,30,82,2021-04-26,0.96,4,251,2,
661708,Elegant Madison Park Townhome,3340441,Roberta,Central Area,Harrison/Denny-Blaine,47.62563,-122.29181,Entire home/apt,245,30,10,2019-06-26,0.38,1,207,0,
677266,Moulin Rouge room French style double room,30559,Angielena,Other neighborhoods,Georgetown,47.55041,-122.31857,Private room,75,2,107,2021-09-06,1.07,9,354,18,STR-OPLI-19-003039
677365,Spacious West Seattle Mid Century Modern In-law,926885,Jamie & Kyle,Delridge,South Delridge,47.52957,-122.36013,Entire home/apt,139,1,180,2021-09-20,4.43,2,53,42,STR-OPLI-19-002932
681866,Bright room in Seattle Judkins Park,103825,Patricia,Central Area,Atlantic,47.59245,-122.30322,Private room,60,30,43,2019-11-03,1.65,1,208,0,
689309,Elegance and Coziness in Broadview,3520873,Philippe,Other neighborhoods,Broadview,47.72131,-122.35846,Private room,146,2,16,2021-08-08,0.18,1,349,6,STR-OPLI-19-003395
699460,Ballard Artist's Studio,3587674,Patti And Benson,Ballard,Adams,47.67164,-122.38548,Private room,95,2,260,2021-09-19,3.48,1,329,12,STR-OPLI-19-001806
703058,True Wallingford Craftsman,1611114,Craig,Other neighborhoods,Wallingford,47.65144,-122.33734,Entire home/apt,235,4,184,2021-09-15,4.06,1,104,15,STR-OPLI-19-001188
704764,Elegant Vintage Craftsman Apartment With Garden,3620313,Catherine,Queen Anne,North Queen Anne,47.64057,-122.36956,Entire home/apt,169,1,299,2021-09-24,7.57,1,150,35,STR-OPLI-19-001424
708774,Clean and Comfortable Eastlake/Lake Union 1 BR,316200,William,Cascade,Eastlake,47.64,-122.32412,Entire home/apt,109,30,134,2021-08-21,1.86,7,282,5,
723723,BAMBOO BUNGALOW,3740695,BleuPapillon,Central Area,Harrison/Denny-Blaine,47.61896,-122.28818,Entire home/apt,524,30,50,2015-08-23,0.46,2,53,0,
723846,"The Cozy Cottage in Maple Leaf (UW, Green Lake)",3737272,Cheryl & Steve,Northgate,Maple Leaf,47.69839,-122.31505,Entire home/apt,104,2,157,2021-09-19,2.18,1,340,30,STR-OPLI-19-002418
741699,Seward Park Zen Retreat 苏厄德公园禅撤退,2535710,Matt,Rainier Valley,Columbia City,47.55533,-122.27264,Entire home/apt,212,2,244,2021-09-03,2.78,1,240,23,STR-OPLI-19-003375
748526,Mother in law studio-Ballard/phinne,3932149,Amy,Other neighborhoods,Phinney Ridge,47.67846,-122.36325,Entire home/apt,61,30,86,2021-05-31,0.93,1,267,2,
757840,Hilltop House - 4 Bdrm Queen Anne Primo Location!,3991908,Becky,Queen Anne,East Queen Anne,47.63349,-122.35611,Entire home/apt,371,4,397,2021-09-14,3.90,1,294,27,STR-OPLI-19-000945
789229,Designer Loft in Pioneer Square,1872473,Trong And Annie,Downtown,Pioneer Square,47.59393,-122.33262,Entire home/apt,155,30,123,2019-11-23,1.19,1,360,0,
793629,Cheery Seattle House with View,4181120,Candace,Beacon Hill,North Beacon Hill,47.57734,-122.31492,Entire home/apt,101,5,304,2021-07-17,3.13,1,35,11,STR-OPLI-19-003115
794633,Guest House in Madison Valley,2012892,Julius,Central Area,Harrison/Denny-Blaine,47.62385,-122.29204,Entire home/apt,75,2,535,2021-05-31,6.79,1,1,4,STR-OPLI-19-002998
841274,Goat Hill House Apartment,4133943,Jill,Rainier Valley,Mount Baker,47.58548,-122.29458,Entire home/apt,93,3,145,2021-09-16,1.88,1,304,18,STR-OPLI-19-002082
844939,"Five Star Downtown Designer Urban Suite, Space Needle View",4411144,Emma,Downtown,Belltown,47.61503,-122.3475,Entire home/apt,149,2,142,2020-04-04,6.35,2,51,0,STR-OPLI-19-000420
846763,Right at Home in Ravenna,4421734,Tara,Other neighborhoods,Ravenna,47.67995,-122.30859,Private room,42,30,74,2021-09-19,0.71,1,106,4,
877203,In Jimi Hendrix's neighborhood 2,287172,Laura,Central Area,Atlantic,47.60029,-122.30185,Private room,53,30,99,2021-08-02,1.32,2,99,20,STR-OPLI-19-002301
879181,In Jimi Hendrix's neighborhood 3,287172,Laura,Central Area,Atlantic,47.60096,-122.3019,Private room,53,30,93,2021-09-10,1.84,2,345,6,STR-OPLI-19-002301
902243,"LOCATION! WiFi, Luxury 2br/2ba/LOCATION PRKG!",8243075,Lori,Downtown,Belltown,47.61659,-122.34484,Entire home/apt,259,2,115,2021-08-13,3.85,4,41,14,STR-OPLI-19-001535
902609,Entire guest suite in  Seattle sw,3264544,Fabio,Delridge,Highland Park,47.52383,-122.35287,Entire home/apt,91,2,204,2021-09-07,1.99,3,338,17,STR-OPLI-19-002360
904057,Seattle Mini Home with Hot Tub and Private Deck,4678869,Errin,Ballard,West Woodland,47.66617,-122.36693,Entire home/apt,126,3,435,2021-09-10,5.96,1,237,53,STR-OPLI-19-000380
942490,Charming Greenwood neighborhood flat,4705328,Lisa,Other neighborhoods,Greenwood,47.68726,-122.36279,Private room,104,2,125,2021-09-02,1.42,1,305,5,STR-OPLI-20-000322
948077,THE COTTAGE - A Capitol Hill Oasis,365687,Erik,Capitol Hill,Broadway,47.62845,-122.32513,Entire home/apt,191,2,377,2021-09-03,14.12,1,314,42,STR-OPLI-21-000042
1000883,Westside Hideaway,5486919,Nicole,West Seattle,North Admiral,47.58246,-122.39668,Entire home/apt,125,3,193,2021-09-05,3.19,1,54,17,STR-OPLI-19-003112
1012003,Capitol Hill Gem in Great Location,5567436,Larry & Suzi,Capitol Hill,Broadway,47.63948,-122.32236,Private room,145,2,36,2019-10-20,0.36,1,0,0,STR-OPLI-19-000062
1022135,"Contemporary, Cozy, and Warm Home",5387574,Sara,Northgate,Haller Lake,47.70662,-122.34358,Private room,82,30,9,2018-11-20,0.09,1,161,0,
1042022,Perfect Location by Lake Washington,5736221,Lene & Johnny,Capitol Hill,Madison Park,47.63326,-122.28009,Entire home/apt,89,2,295,2021-09-01,3.91,1,309,24,STR-OPLI-19-002937
1043194,Bright CityView next to Convention Ctr,3294357,Rachel & Grace,Downtown,First Hill,47.61107,-122.32888,Entire home/apt,175,30,50,2020-08-22,1.07,4,365,0,STR-OPLI-19-002980
1048798,"West Seattle Home, Dazzling View, Quiet & Tranquil",5774906,Carter,West Seattle,Fauntleroy,47.52586,-122.38272,Entire home/apt,200,2,350,2021-09-20,8.22,1,295,46,STR-OPLI-19-000502
1090449,Comfy 1 Bdrm Capitol Hill Apartment,2739131,Chad & Ruben,Capitol Hill,Broadway,47.61769,-122.32645,Entire home/apt,82,2,383,2021-09-05,6.20,1,61,44,STR-OPLI-19-001302
1097520,Relaxed sophistication in Mt. Baker,6031552,Jeanie,Rainier Valley,Mount Baker,47.56692,-122.28106,Entire home/apt,101,3,259,2021-09-11,5.60,1,320,33,STR-OPLI-19-003217
1112092,Seattle Backyard Cottage-Queen Anne,5856339,Anne And Peter,Queen Anne,West Queen Anne,47.63555,-122.365,Entire home/apt,135,6,49,2021-09-18,0.50,1,277,3,STR-OPLI-19-002257
1114695,"100s Walkscore Garage Deck, Zoo, Green Lake, Fire Place",165390,SeattleStays - Seth Gordon,Other neighborhoods,Wallingford,47.66215,-122.33879,Entire home/apt,376,25,73,2021-07-28,2.16,6,138,3,STR-OPLI-19-001606
1121599,Classic Tug Boat,6153856,Sean,Cascade,Westlake,47.63425,-122.34046,Entire home/apt,100,30,488,2021-08-24,6.69,1,334,6,STR-OPLI-19-002251
1122236,MODERN LUXURY on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62383,-122.32381,Entire home/apt,169,30,137,2021-04-24,1.58,8,325,4,STR-OPLI-19-002120
1142010,Small artsy house in vibrant Columbia City,928640,Carla,Rainier Valley,Columbia City,47.5533,-122.27682,Entire home/apt,70,30,0,,,1,113,0,STR-OPLI-20-000128
1150519,Classic Craftsman - 95 Walk Score!,6305984,Sarah,University District,University District,47.67113,-122.31419,Entire home/apt,282,30,18,2021-08-29,0.18,1,244,1,
1157083,Modern 2BR/2BA By ConventionCenter,3294357,Rachel & Grace,Downtown,First Hill,47.61248,-122.32861,Entire home/apt,285,3,63,2021-08-29,0.79,4,361,7,STR-OPLI-19-002769
1159111,St. John's Apt. 203 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,219,3,127,2021-09-21,1.81,5,0,15,STR-OPLI-19-001273
1159226,St. John's Apt. 304 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61385,-122.32245,Entire home/apt,183,30,67,2021-09-14,0.87,5,0,6,STR-OPLI-19-001273
1171574,Private Entrance and Central,4485958,Phil And Andrea,Central Area,Madrona,47.60962,-122.2952,Entire home/apt,71,4,504,2021-09-17,6.63,2,93,35,STR-OPLI-19-000461
1175308,Ballard oasis in the pacific Northwest,6432543,Jenny,Ballard,Loyal Heights,47.6781,-122.38932,Entire home/apt,150,6,18,2021-08-24,0.18,1,268,5,STR-OPLI-19-003252
1190224,A Quiet Room in a House by the Lake,6506114,Andy,Lake City,Matthews Beach,47.69414,-122.27722,Private room,60,30,30,2019-07-22,0.60,2,364,0,
1190571,A Quiet Room in a House by the Lake,6506114,Andy,Lake City,Matthews Beach,47.69413,-122.2762,Private room,60,30,27,2019-07-21,0.36,2,364,0,
1219691,Sweet 1920's cottage in N. Seattle,6654033,"April, Mike, And Maggie",Northgate,Haller Lake,47.73206,-122.33943,Entire home/apt,119,30,65,2021-09-04,1.26,1,147,4,STR-OPLI-20-000033
1256892,Daisy Mae's Guest Space - Phinney Ridge,6846442,Laurie,Other neighborhoods,Phinney Ridge,47.67758,-122.35822,Entire home/apt,107,2,229,2021-09-06,2.28,1,214,21,STR-OPLI-19-000499
1260259,Zen Garden Oasis,3009864,Jessica,Magnolia,Lawton Park,47.66046,-122.40292,Entire home/apt,160,3,114,2021-09-21,1.26,1,178,16,STR-OPLI-21-000222
1265651,Quiet Top floor 2 bedrooms 2 baths UW & Trail W/D,3074414,Melissa,University District,University District,47.66456,-122.3046,Entire home/apt,140,30,28,2021-04-22,0.32,75,151,1,STR-OPLI-19-002641
1273432,Mod Green Built Home Central Seattle,6931145,Karen,Central Area,Minor,47.60188,-122.30785,Entire home/apt,279,3,34,2021-08-24,0.34,1,96,4,STR-OPLI-19-002335
1301535,2 Huge Private Rooms + Common Area,468703,Corinne & Tom,Ballard,Loyal Heights,47.68359,-122.38034,Entire home/apt,115,1,282,2021-09-13,3.75,1,0,24,STR-OPLI-19-000874
1351716,Sparkling Clean Guest House: Short/Long Rental,6592975,Huong And Bill,Central Area,Atlantic,47.59674,-122.30964,Entire home/apt,121,30,249,2021-07-28,6.08,1,234,5,19-000920
1355094,Capitol Hill Excursion,5112492,Leah,Capitol Hill,Broadway,47.62195,-122.32262,Private room,30,30,170,2021-08-07,3.69,4,62,7,
1356339,"Capitol Hill MODERN Apt,Great Location!",1121532,Melissa,Capitol Hill,Broadway,47.62235,-122.32594,Entire home/apt,160,30,178,2021-09-20,2.32,8,264,20,STR-OPLI-19-001708
1365882,Serene W/D walk to UW/U Village 203,3074414,Melissa,University District,University District,47.66178,-122.30149,Entire home/apt,116,30,34,2021-04-13,0.38,75,268,1,STR-OPLI-19-002570
1407502,Private garden room in hip Ballard,6136210,Nicole,Ballard,West Woodland,47.67306,-122.36651,Private room,70,30,27,2019-08-26,0.43,1,365,0,STR-OPLI-19-003088
1417880,Center UW 2 beds large Quiet  (210),3074414,Melissa,University District,University District,47.66139,-122.31495,Entire home/apt,79,2,27,2020-11-19,0.74,75,280,1,STR-OPLI-19-002641
1439237,Beautiful Madrona Large Private,7730805,Stephanie,Central Area,Leschi,47.6076,-122.29081,Private room,88,31,92,2019-07-15,1.07,1,267,0,STR-OPLI-19-001790
1484595,Steps to UW Center of attraction Modem & Cable TV,3074414,Melissa,University District,University District,47.65865,-122.31784,Entire home/apt,90,30,33,2021-06-07,0.38,75,289,2,STR-OPLI-19-002570
1488166,Entire Ballard Home - Beautiful Sunset Hill,1212520,Jeremy And Rachael,Ballard,Sunset Hill,47.67595,-122.40073,Entire home/apt,314,7,66,2020-07-30,0.76,4,0,0,STR-OPLI-20-000090
1494828,Modern and Clean 2 Bedroom in Eastlake/Lake Union,316200,William,Cascade,Eastlake,47.63996,-122.32414,Entire home/apt,142,30,236,2021-08-04,3.79,7,289,2,
1494986,Queen Anne Guesthouse with a Balcony and Garden Hot Tub,316200,William,Queen Anne,East Queen Anne,47.63346,-122.34558,Entire home/apt,184,3,155,2020-11-01,3.76,7,236,1,STR-OPLI-19-000681
1531351,Strong WiFi 3 Min walk UW Clean (7),3074414,Melissa,University District,University District,47.65745,-122.31625,Entire home/apt,87,30,32,2021-08-21,0.40,75,281,2,
1531458,Remodeled Walk to UW/View/Serene #F,3074414,Melissa,University District,University District,47.66502,-122.30352,Entire home/apt,99,30,64,2020-10-19,1.27,75,322,1,STR-OPLI-20-000157
1556170,1 Bdrm N. Beacon Hill Apt-West Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57352,-122.30891,Entire home/apt,69,30,132,2021-08-07,5.48,2,322,2,STR-OPLI-19-002965
1562643,Renovated 1904 Capitol Hill classic,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Entire home/apt,261,3,77,2021-09-19,1.03,3,279,10,STR-OPLI-19-001755
1579615,"Ballard, Seattle cozy studio apt. with king bed",4384828,Monique,Ballard,Adams,47.67566,-122.38795,Entire home/apt,115,3,244,2021-09-20,2.51,1,304,51,STR-OPLI-19-002571
1588658,Walk to Campus From a New University District Apartment,3593244,Brittni,University District,University District,47.670322,-122.315468,Entire home/apt,214,2,79,2021-09-06,2.47,1,37,22,STR-OPLI-19-002352
1588941,Private backyard studio in Ballard,5692720,Amy,Ballard,Whittier Heights,47.68413,-122.37347,Private room,94,1,109,2021-09-13,2.13,1,0,11,STR-OPLI-19-002409
1589681,Ballard Cottage,681242,Heather,Ballard,Loyal Heights,47.67909,-122.38422,Entire home/apt,66,1,306,2021-09-07,11.83,1,41,18,STR-OPLI-19-002924
