id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17716612,Queen Anne Charmer,9349809,Kathy,Queen Anne,North Queen Anne,47.64075,-122.36297,Entire home/apt,564,3,50,2021-09-20,0.98,1,362,7,STR-OPLI-20-000551
17736840,Amazing Secret Garden Apartment,23709757,Tamara,Downtown,Pioneer Square,47.59981,-122.33341,Entire home/apt,127,30,37,2021-08-16,0.68,1,124,4,
17748936,Modern Capitol Hill Studio/Loft with Full Kitchen,2134209,Benjamin,Capitol Hill,Broadway,47.61866,-122.32426,Entire home/apt,84,30,218,2020-01-20,4.13,4,231,0,
17767017,Beautiful 2BR Modern Rustic,121279612,Jeff,Rainier Valley,Columbia City,47.56013,-122.27664,Entire home/apt,76,2,136,2021-08-22,3.34,1,191,13,STR-OPLI-19-002651
17777744,Urban Guesthouse in a Garden Setting,105081920,Linda,Other neighborhoods,Laurelhurst,47.66649,-122.27776,Entire home/apt,90,2,105,2021-09-12,2.43,1,321,23,STR-OPLI-19-001014
17787304,"Private Room Sleeps Three, Shared House In 1910 Craftsman",119259363,Bob & Ting,Central Area,Mann,47.61215,-122.29762,Private room,100,1,241,2021-09-20,6.07,1,214,45,STR-OPLI-19-000620
17790593,Minerva Inn - Sage Suite - Capitol Hill,802398,Bill And Michael,Capitol Hill,Broadway,47.62482,-122.319,Private room,93,2,253,2021-09-06,5.08,3,143,24,STR-OPLI-19-000019
17790632,A-Center of Capital Hill-  3,39834464,Vera,Capitol Hill,Broadway,47.61914,-122.31834,Private room,50,30,3,2019-09-12,0.10,51,365,0,STR-OPLI-19-000298
17791049,Minerva Inn - Saffron Suite - Capitol Hill,802398,Bill And Michael,Capitol Hill,Broadway,47.62481,-122.31871,Private room,93,2,256,2021-09-09,5.29,3,128,29,STR-OPLI-19-000019
17814988,Belltown Pike Place Water View 2bdrm Free Parking,4874276,Sarah,Downtown,Belltown,47.61376,-122.34645,Entire home/apt,149,3,197,2021-09-12,4.03,10,118,25,STR-OPLI-19-001992
17829271,Beautiful Home 15 Minutes To Downtown With Parking,104193136,Levi,Other neighborhoods,Wedgwood,47.6842,-122.29147,Entire home/apt,165,2,74,2020-12-11,1.37,2,28,2,STR-OPLI-19-002768
17878829,✫Eclectic Downtown & Cap Hill: King bed & Kitchen✫,247688301,JT And Mark,Capitol Hill,Broadway,47.61321,-122.33002,Entire home/apt,129,14,166,2021-09-17,11.02,3,333,44,STR-OPLI-19-000473
17882923,Three Bdr with a bonus den Short Walk to UW 27,3074414,Melissa,Other neighborhoods,Ravenna,47.67512,-122.29111,Entire home/apt,145,30,4,2021-08-08,0.08,75,266,2,
17889129,Large 2 bdr  5 min to  UW /Green Lake/ Bryant 4,3074414,Melissa,Other neighborhoods,Bryant,47.67516,-122.28946,Entire home/apt,135,30,11,2021-08-31,0.21,75,49,1,
17889172,Wallingford Quiet Residential Neighborhood,66909032,Randy,Other neighborhoods,Wallingford,47.6548,-122.34042,Entire home/apt,75,30,16,2019-01-03,0.44,4,267,0,STR-OPLI-19-000865
17903631,Private Room (bed and bath) in heart of Seattle,106340647,Nate,Queen Anne,Lower Queen Anne,47.62756,-122.35349,Private room,110,2,270,2021-08-30,6.54,2,59,22,STR-OPLI-19-001243
17904609,Single room located in Fremont,122699901,Laura,Other neighborhoods,Fremont,47.65765,-122.34354,Private room,50,3,89,2021-09-20,1.84,1,339,10,STR-OPLI-19-002200
17929896,Luxury View Home in Seattle with seasonal Pool,76250871,Renessa,Other neighborhoods,Broadview,47.72716,-122.36723,Entire home/apt,550,30,8,2019-08-01,0.17,1,364,0,
17937341,Private and Spacious Guesthouse with Pacific Northwest Charm,44096989,Virginia,Ballard,Loyal Heights,47.6776,-122.39229,Entire home/apt,164,5,160,2021-09-07,4.03,1,95,13,STR-OPLI-19-001072
17962405,#1 Alki Beach-Work Remote/FAST WiFi/Steps to Beach,78134139,Michael,West Seattle,Alki,47.5764,-122.41292,Entire home/apt,287,2,279,2021-09-14,10.68,8,220,46,STR-OPLI-19-000831
17964426,Detached Wallingford Studio Apartment,64357947,Shari,Other neighborhoods,Fremont,47.66077,-122.34621,Entire home/apt,66,2,140,2021-09-12,3.68,1,0,28,STR-OPLI-19-000401
17974745,Large apartment in historic city mansion,55467004,Rebecca,University District,University District,47.66634,-122.30951,Entire home/apt,374,30,6,2018-09-01,0.23,1,365,0,
17979842,Belltown Pike Pl View 1bdrm  Free Parking Pool Gym,4874276,Sarah,Downtown,Belltown,47.61555,-122.34669,Entire home/apt,104,3,173,2021-09-17,6.12,10,0,30,STR-OPLI-19-002519
17990897,Cheerful Garden Loft Retreat- great for monthly!,1504972,Vic,Other neighborhoods,Greenwood,47.69398,-122.35166,Entire home/apt,106,30,98,2021-08-31,2.70,1,126,9,STR-OPLI-19-001874
17992342,Quiet Residential Wallingford Centrally Located,66909032,Randy,Other neighborhoods,Wallingford,47.65266,-122.34021,Entire home/apt,130,30,78,2021-09-01,3.31,4,338,10,STR-OPLI-20-000248
17992913,Quiet Residential Wallingford  w/PARKING,66909032,Randy,Other neighborhoods,Wallingford,47.65431,-122.34068,Entire home/apt,150,30,72,2021-08-27,2.54,4,323,26,STR-OPLI-20-000248
17994682,LaRoche Vacation Rental,123656742,Rachel,Lake City,Victory Heights,47.70159,-122.30618,Entire home/apt,160,3,7,2021-06-09,0.17,1,323,3,STR-OPLI-20-001172
18037851,"Closest to North Seattle College, nearby UW for 1",4037804,Yen,Northgate,North College Park,47.70104,-122.33633,Private room,79,1,21,2021-08-29,0.43,2,179,5,STR-OPLI-19-000545
18058644,"House: 15 min downtown Seattle, 10 min Airport",13103462,Michelle,Rainier Valley,Rainier Beach,47.51022,-122.26985,Entire home/apt,247,2,164,2021-09-13,3.29,1,70,22,
18097851,Modern 3200sf Luxury,10491318,Vedad,Northgate,Maple Leaf,47.69583,-122.30964,Entire home/apt,750,3,39,2021-08-19,0.75,1,284,3,STR-OPLI-19-003328
18119556,Capitol Hill Home (City Meets Neighborhood),124853735,Joy,Capitol Hill,Stevens,47.62082,-122.30297,Entire home/apt,381,2,151,2021-08-22,3.84,1,24,8,STR-OPLI-19-000461
18121270,Remodeled Georgetown Apartment in Historic Building,2013576,Lee,Other neighborhoods,Georgetown,47.54584,-122.32021,Entire home/apt,150,2,254,2021-09-12,6.24,3,49,15,STR-OPLI-19-002144
18138285,Aa Nirvana at the Top of the World 30+,6137030,Stephen,Other neighborhoods,Phinney Ridge,47.67537,-122.35304,Private room,289,30,17,2021-03-06,0.55,12,188,8,STR-OPLI-19-003265
18138913,A Tippy Very Top of the World,6137030,Stephen,Other neighborhoods,Phinney Ridge,47.67672,-122.35336,Private room,289,30,49,2021-04-18,1.88,12,180,7,STR-OPLI-19-003265
18156698,Seattle Luxury Estate Romantic Seaview Guesthouse,54660,Dennis,Other neighborhoods,North Beach/Blue Ridge,47.70849,-122.37838,Entire home/apt,130,1,226,2021-09-18,4.61,4,275,52,STR-OPLI-19-000980
18182005,Madison Park Family Home,16151000,Jenny,Capitol Hill,Madison Park,47.63954,-122.28087,Entire home/apt,369,4,96,2021-09-19,1.92,1,122,27,STR-OPLI-19-001505
18194024,Delightful Garden Suite Near Airport & Seattle,46561545,Shawn And Ted,Other neighborhoods,South Park,47.52803,-122.32112,Private room,76,1,225,2021-09-19,5.95,1,149,25,STR-OPLI-20-001036
18196871,Peaceful 1br/1ba lower level apartment,2715434,Megan,Seward Park,Seward Park,47.5577,-122.27182,Entire home/apt,100,2,67,2021-09-22,1.42,1,335,13,STR-OPLI-19-000919
18213259,Modern Apartment in Queen Anne with Parking,49819362,Eliza,Interbay,Interbay,47.65045,-122.37635,Entire home/apt,89,30,194,2021-07-06,3.59,3,179,5,
18213923,Private corner bedroom in Pacific NW Seattle home,29517730,Marilyn,Central Area,Mann,47.6104,-122.30085,Private room,32,30,17,2021-06-27,0.32,4,155,2,
18215078,"Guest Quarters near UW, Children's Hosp. & Lk. WA",26815448,Dina,Lake City,Matthews Beach,47.69516,-122.27438,Entire home/apt,90,30,98,2020-10-07,2.33,1,23,1,STR-OPLI-19-002407
18228390,Charming Hideaway Close to Light Rail and Lake,6985440,Debbie,Rainier Valley,Mount Baker,47.57835,-122.29493,Entire home/apt,199,3,26,2021-09-22,0.66,2,4,8,STR-OPLI-19-000504
18250300,Garden apartment with partial view of lake,126116834,Tom,Lake City,Matthews Beach,47.70891,-122.27879,Entire home/apt,100,28,42,2021-08-24,0.80,2,115,9,STR-OPLI-19-002758
18266409,Queen Anne Retreat,47332984,Keith,Queen Anne,North Queen Anne,47.64662,-122.36009,Entire home/apt,115,30,163,2021-05-31,4.59,4,130,3,
18313275,Light-filled Queen Anne Family Home,126678159,Dana,Queen Anne,North Queen Anne,47.64334,-122.35356,Entire home/apt,1500,7,3,2021-08-06,0.06,1,32,2,STR-OPLI-21-000876
18322559,"Light, spacious, quiet home w/ private garden",13833,Jeff,Other neighborhoods,Windermere,47.66264,-122.27454,Entire home/apt,180,30,0,,,1,321,0,
18325583,Spacious Mathews Beach Home,107834755,Silvana,Lake City,Matthews Beach,47.70163,-122.27363,Entire home/apt,210,3,55,2021-09-17,1.38,1,318,25,STR-OPLI-19-001262
18329286,Greenlake Getaway Suite,20045693,Lisa,Other neighborhoods,Wallingford,47.67155,-122.32694,Entire home/apt,136,4,92,2021-09-21,1.95,1,116,26,STR-OPLI-19-000049
18331755,"BEST Location, Amazingly Comfortable, Capitol Hill",15502197,Kimberley,Central Area,Minor,47.60961,-122.31559,Entire home/apt,200,30,7,2020-01-02,0.17,7,103,0,STR-OPLI-19-001178
18348358,Fur Den: Luxury Ensuite Room for Dog Lovers,5101107,Grant,West Seattle,Seaview,47.5447,-122.39139,Private room,71,3,65,2021-09-19,1.71,2,168,11,STR-OPLI-19-000614
18349381,"Short walk to UW, Spacious & Serene (46)",3074414,Melissa,University District,University District,47.65882,-122.31786,Entire home/apt,120,3,4,2021-05-07,0.08,75,94,1,STR-OPLI-19-002570
18358544,"Modern Apartment - Walk to Lake, Shops, & Dining",8117628,Joshua,Capitol Hill,Madison Park,47.63926,-122.27903,Entire home/apt,143,2,147,2021-09-20,2.83,1,30,20,STR-OPLI-19-001503
18370014,"Walk to the U W: Private, Quiet, Garden Apartment",1702858,Gerry,Other neighborhoods,Ravenna,47.67298,-122.29857,Entire home/apt,103,2,167,2021-08-27,3.25,1,125,25,STR-OPLI-19-001532
18378381,Modern Townhouse Steps from Greenlake,127286309,Brian,Other neighborhoods,Green Lake,47.68593,-122.33889,Entire home/apt,245,7,70,2021-09-17,1.39,1,0,10,Str-opli-19-003199
18414350,Modern calm 1 bedroom apt. Phinney/Greenlake,127598952,Kristy And Joe,Other neighborhoods,Phinney Ridge,47.6749,-122.35003,Entire home/apt,78,3,203,2021-09-03,3.94,1,79,26,STR-OPLI-19-001439
18451722,Great Capitol Hill & near Downtown Apartment,52272417,Emma,Downtown,First Hill,47.61368,-122.32356,Entire home/apt,144,1,269,2021-09-09,5.13,1,337,62,STR-OPLI-20-000651
18474287,Comfy Bedroom with En-Suite Bath in West Seattle,6531875,Rich,Delridge,North Delridge,47.56685,-122.36969,Private room,80,1,173,2021-09-06,4.24,3,83,22,STR-OPLI-19-002018
18477502,Gorgeous W/3 Masters in Fabulous Fremont Seattle,81881929,Mary,Other neighborhoods,Fremont,47.65838,-122.35005,Entire home/apt,212,1,279,2021-09-15,6.73,1,157,55,STR-OPLI-19-000189
18485076,"Private, Loads of Natural Light, Quiet Backyard Cottage, AC",76581967,Karleen,Other neighborhoods,Phinney Ridge,47.66525,-122.35677,Entire home/apt,146,2,119,2021-09-07,2.30,1,150,19,STR-OPLI-19-002139
18491600,Georgia O'Keeffe Studio,108053175,Andy,Queen Anne,East Queen Anne,47.63656,-122.35309,Entire home/apt,100,2,303,2021-09-13,6.11,2,129,62,STR-OPLI-19-001837
18491674,The Frida Kahlo Apartment,108053175,Andy,Queen Anne,East Queen Anne,47.63727,-122.35403,Entire home/apt,111,2,258,2021-09-12,6.23,2,133,15,STR-OPLI-19-001837
18491733,Wallingford Studio,116124281,Jamie,Other neighborhoods,Wallingford,47.6689,-122.32381,Entire home/apt,117,1,153,2021-09-19,2.91,1,0,22,STR-OPLI-20-001242
18492251,Center UW Rustic Remodeled 317,3074414,Melissa,University District,University District,47.66225,-122.31483,Entire home/apt,89,2,2,2021-09-18,2,75,188,2,STR-OPLI-19-002570
18497873,1 Bed Tranquil Queen Anne Oasis min to everything,5308727,John,Queen Anne,North Queen Anne,47.64662,-122.37494,Entire home/apt,123,30,9,2021-08-04,0.18,3,166,1,839686
18504533,*Relaxing charm in the Great  Northwest*,117993648,Lisa,Magnolia,Lawton Park,47.66281,-122.40212,Entire home/apt,105,2,213,2021-09-21,5.35,1,231,39,STR-OPLI-19-002971
18507422,Quaint Upper Queen Anne Getaway Near Space Needle,6746292,Susie,Queen Anne,North Queen Anne,47.64035,-122.36675,Entire home/apt,240,2,198,2021-09-18,4.17,3,364,40,STR-OPLI-19-000448
18508910,2 Bedroom Suite in Northeast Seattle Wedgwood,41118081,Dale,Other neighborhoods,Wedgwood,47.69189,-122.29427,Private room,90,2,115,2021-07-16,2.89,1,82,5,STR-OPLI-19-000182
18522787,Cozy Remodeled 1 Bedroom apartment Apt-B,16958396,Lily,Rainier Valley,Columbia City,47.55878,-122.29183,Entire home/apt,99,5,18,2021-09-20,0.44,2,349,3,STR-OPLI-21-000725
18526023,Charming Apartment in the Heart of Queen Anne Hill,90042600,Kaarn,Queen Anne,West Queen Anne,47.63504,-122.36076,Entire home/apt,154,2,100,2021-09-08,2.07,1,4,7,STR-OPLI-21-000203
18527372,Walk to Cap Hill from a Stylish Designer Home,28420265,Sherry,Central Area,Minor,47.60267,-122.31337,Entire home/apt,240,2,194,2021-09-20,21.56,23,193,41,STR-OPLI-19-000687
18529198,Greenwood Craftsman comfy home close to everything,84891625,Lisa Yoga,Other neighborhoods,Greenwood,47.70126,-122.34821,Entire home/apt,105,30,28,2021-08-01,0.75,2,176,3,Str-stun-19-000499
18599695,UW Seattle Gorgeous Apartment,90531582,Richard,University District,University District,47.66376,-122.30392,Entire home/apt,199,30,53,2019-09-27,1.02,1,180,0,
18615279,El Nido Tranquilo--Serene aerie in the U District,29540236,Marisa,University District,University District,47.66653,-122.31106,Entire home/apt,84,2,80,2021-09-04,3.23,1,316,22,STR-OPLI-19-001702
18630803,Cozy Urban Studio guesthouse in Seattle,17162606,Corey And Felie,Beacon Hill,North Beacon Hill,47.57325,-122.30584,Entire home/apt,109,30,153,2021-09-18,2.93,1,64,34,STR-OPLI-19-000820
18633109,Spacious One Bedroom with Gourmet Kitchen,105567017,Tawnyel,Northgate,Maple Leaf,47.69145,-122.3206,Entire home/apt,93,30,40,2019-01-02,0.96,1,298,0,
18635270,Beautiful Seattle Home in Quiet Magnolia,95016161,Douglas,Magnolia,Lawton Park,47.65573,-122.39019,Entire home/apt,756,2,30,2021-08-31,0.60,1,122,5,STR-OPLI-19-001628
18636268,"Central Spot, 4  beds, Stocked Kitchen",14062900,Shawn,Downtown,Yesler Terrace,47.60566,-122.31857,Entire home/apt,229,2,52,2021-08-16,1.95,4,0,4,STR-OPLI-19-000069
18637918,Downtown Ballard Private Garden Cottage,3557909,Matthew,Ballard,Adams,47.67187,-122.38112,Entire home/apt,77,2,150,2021-09-08,4.12,2,117,51,STR-OPLI-19-001867
18638163,"Charming Queen Anne Studio, Low Ceilings",39075448,Miz,Queen Anne,East Queen Anne,47.64129,-122.35467,Entire home/apt,100,3,137,2021-09-03,2.76,1,229,16,STR-OPLI-19-000617
18672990,"Fantastic downtown loft, close to everything!",1838818,Kia,Downtown,Pioneer Square,47.60077,-122.33095,Entire home/apt,137,2,149,2021-09-20,2.80,6,152,22,STR-OPLI-19-003091
18673405,"Mt. Rainier View, Central 2 Bedrm, Stocked Kitchen",14062900,Shawn,Central Area,Minor,47.60384,-122.31534,Entire home/apt,229,4,123,2021-09-10,2.56,4,0,7,STR-OPLI-19-000069
18673495,"Mt. Rainier Views, Central 2 Bedrm, Full Kitchen",14062900,Shawn,Central Area,Minor,47.60354,-122.31541,Entire home/apt,199,2,47,2021-09-06,0.91,4,0,13,STR-OPLI-21-000372
18690558,Musician's Room,53552204,Randy,University District,University District,47.66495,-122.3079,Private room,65,1,64,2019-09-10,1.84,3,57,0,19-000530
18710230,Kristian Apartment  Brand New  2 BR +1 Bath,130068736,George & Tedy,West Seattle,North Admiral,47.57511,-122.38867,Entire home/apt,111,30,178,2021-09-14,4.47,2,335,29,Exempt
18728930,Green Lake 2BR Garden Apartment - Family Friendly,17269911,Rob,Other neighborhoods,Green Lake,47.67421,-122.33314,Entire home/apt,176,1,400,2021-09-13,7.86,6,177,90,STR-BB-OPLI-19-000010
18737568,Green Lake Master Suite Apartment with Jetted Tub,17269911,Rob,Other neighborhoods,Green Lake,47.67421,-122.33314,Entire home/apt,143,1,408,2021-09-18,10.30,6,205,107,STR-BB-OPLI-19-000010
18777600,"Modern Studio, Quiet Retreat Next to Park & Lake",130677755,Tophe,Other neighborhoods,Windermere,47.67403,-122.26353,Entire home/apt,90,1,188,2021-09-20,3.73,1,104,42,STR-OPLI-19-000193
18794925,"Rainier View 4 Bedroom, 2 Bath, 2 Kitchen M&B",14062900,Shawn,Central Area,Atlantic,47.6017,-122.31623,Entire home/apt,429,2,2,2021-09-06,0.05,4,0,1,STR-OPLI-19-000069
18808283,"Luxury living near UW, Down Town and Hospitals",130936311,Roman,Other neighborhoods,Wallingford,47.6581,-122.32444,Entire home/apt,120,7,31,2021-01-16,0.70,1,257,2,STR-OPLI-19-001800
18809004,Urban Studios in the Heart of West Seattle,130945609,Kelly,West Seattle,North Admiral,47.57315,-122.38696,Entire home/apt,126,30,57,2021-04-02,1.13,1,312,10,STR-OPLI-20-000084
18828559,Alki Waterfront condo,39755506,Jamal,West Seattle,Alki,47.57595,-122.41905,Private room,249,30,6,2018-09-24,0.11,1,365,0,
18849203,Huge Home a Block from Green Lake,17269911,Rob,Other neighborhoods,Green Lake,47.67421,-122.33314,Entire home/apt,856,1,39,2021-08-21,0.78,6,50,1,STR-BB-OPLI-19-000010
18858940,Private One Bed in North Seattle - Wallingford,347674,Steve,Other neighborhoods,Fremont,47.65963,-122.34577,Entire home/apt,85,1,85,2021-09-14,1.70,1,0,32,STR-OPLI-20-000642
18871432,SPACE NEEDLE DOWNTOWN MODERN TOP STORY PENTHOUSE,23165254,Lux,Downtown,Belltown,47.61369,-122.34646,Entire home/apt,230,1,58,2021-09-07,1.43,16,334,10,STR-OPLI-19-002714
18876264,MODERN DOWNTOWN TOP FLOOR PENTHOUSE WITH BAY VIEWS,23165254,Lux,Downtown,Belltown,47.61578019094747,-122.34727628049792,Entire home/apt,220,1,63,2021-09-19,1.53,16,341,21,STR-OPLI-19-002714
18879484,Remodeled 1bd Apt Close to UW,32138006,Yuehua,Other neighborhoods,Bryant,47.67451,-122.2863,Entire home/apt,90,1,104,2021-09-22,4.60,1,229,26,STR-OPLI-19-001514
18895355,"Nice Condo in Downtown Seattle, Belltown for 2",131674050,Scott,Downtown,Belltown,47.61727,-122.34544,Entire home/apt,131,4,249,2021-09-16,11.12,1,112,33,STR-OPLI-19-000351
18910157,Private room upstairs in cozy Seattle home,29517730,Marilyn,Central Area,Minor,47.60979,-122.30542,Private room,34,30,22,2021-07-03,0.45,4,286,4,
18919033,Historic International District Studio,99012938,Afioga,Downtown,International District,47.60049,-122.32562,Entire home/apt,99,30,89,2019-12-04,1.72,2,91,0,
18934440,Arboretum Retreat,34298557,Sue,Capitol Hill,Montlake,47.64163,-122.29972,Entire home/apt,115,30,96,2021-09-05,1.86,1,117,17,STR-OPLI-20-000836
18945014,"Nearby North Seattle College, NW hospital and UW",4037804,Yen,Northgate,North College Park,47.70115,-122.33686,Private room,89,1,18,2021-07-30,0.47,2,180,4,STR-OPLI-19-000545
18949136,Large One Bedroom MIL Apartment Close to Ballard,918867,John And Debbie,Other neighborhoods,North Beach/Blue Ridge,47.69862,-122.3899,Entire home/apt,124,2,97,2021-09-05,1.89,1,130,42,STR-OPLI-20-001038
18979238,Super Clean Ballard Two level modern townhome!,2309350,Michelle,Ballard,Sunset Hill,47.68912,-122.39347,Entire home/apt,130,30,47,2020-10-30,1.15,2,320,3,19-000514
18979781,Stroll Through Westlake Park from a Downtown Home,31604886,Elon,Downtown,Central Business District,47.61181,-122.33693,Entire home/apt,167,2,245,2021-09-21,6.68,1,120,49,STR-OPLI-19-003285
18994983,Tour Seattle from New Townhouse in Cap Hill W/rooftop Deck,29003959,Ashley & Blake,Central Area,Minor,47.60351,-122.31424,Entire home/apt,272,2,202,2021-09-10,4.06,1,33,26,STR-OPLI-19-000121
18996968,Great location - Private one bedroom apartment,3653501,Cara,Capitol Hill,Portage Bay,47.64895,-122.31946,Entire home/apt,75,2,151,2021-09-21,3.35,1,111,44,STR-OPLI-19-000480
19055403,"Private, Quiet Ballard Haven-Dog Friendly!!!",133015453,Janet,Other neighborhoods,North Beach/Blue Ridge,47.6926,-122.39355,Entire home/apt,96,4,92,2021-09-11,1.82,1,230,7,STR-OPLI-21-000075
19085635,Beautiful Comfortable Private Bedroom for Rent,133284367,Anna,Magnolia,Southeast Magnolia,47.64402,-122.38619,Private room,60,30,49,2018-08-21,1.08,2,173,0,
19100455,"Seattle Garden Suite: Spacious, Private, & Comfy",4137246,Josh,Rainier Valley,Rainier Beach,47.515793,-122.266785,Entire home/apt,81,30,166,2021-09-16,3.64,1,0,10,STR-OPLI-19-002493
19115007,Serene Urban Oasis with a Private Garden and Jacuzzi,29664875,Christine,Other neighborhoods,View Ridge,47.67888,-122.27763,Entire home/apt,88,1,136,2021-09-21,3.53,1,211,35,STR-OPLI-19-002504
19149347,"Walk to UW, U Village Quiet 2B/2Baths (201)",3074414,Melissa,University District,University District,47.66485,-122.30468,Entire home/apt,143,30,20,2021-08-14,0.40,75,123,1,
19180196,Entire Luxury Family Home - Close to downtown!!,453540,Sid,Beacon Hill,North Beacon Hill,47.58269,-122.31006,Entire home/apt,337,30,7,2021-08-15,0.23,5,6,1,
19213509,Spacious Cape Cod Home in West Seattle,116763780,Tarah,Delridge,Riverview,47.55505,-122.35624,Entire home/apt,199,30,107,2021-05-28,2.73,1,269,13,STR-OPLI-19-002902
19229958,The Woodland Park Studio,20130582,Hailey And Dave,Other neighborhoods,Fremont,47.66381,-122.35335,Entire home/apt,90,1,287,2021-09-09,7.26,2,155,65,STR-OPLI-19-003041
19273944,2 room space,48441443,Savannah,Central Area,Minor,47.61211,-122.31301,Private room,90,30,0,,,6,364,0,
19274366,Craftsman Green Lake Home,15732960,Massimo & Mary,Other neighborhoods,Green Lake,47.68652,-122.32961,Entire home/apt,525,14,16,2019-07-05,0.76,1,359,0,STR-OPLI-19-003040
19317112,Top Floor Ballard - 85 Walk Score!,1212520,Jeremy And Rachael,Ballard,Whittier Heights,47.68304,-122.37643,Entire home/apt,69,7,85,2021-04-01,1.67,4,0,6,STR-OPLI-19-003466
19336206,Beautiful Ballard Bungalow,6495905,Andrea,Ballard,Loyal Heights,47.68659,-122.38165,Entire home/apt,196,2,93,2021-09-20,2.28,1,11,25,STR-OPLI-19-002176
19360673,Seattle Comfort,135690660,Bibiana,Beacon Hill,North Beacon Hill,47.57567,-122.30504,Entire home/apt,93,3,93,2021-08-27,3.74,1,41,25,STR-OPLI-19-002377
19364598,1 BR in between downtown and Capitol Hill,25147083,Eric,Downtown,First Hill,47.61318,-122.32873,Private room,125,30,90,2019-10-13,1.78,1,180,0,
19384198,1BR Daylight Apartment  - 2 Blocks to Green Lake,140421,Aleksandra,Other neighborhoods,Green Lake,47.68313,-122.34314,Entire home/apt,128,1,382,2021-09-24,9.65,1,10,100,STR-OPLI-19-003263
19386335,Perry  (Freddie Mercury/Elton John room,85076667,Sabrina & Perry,Other neighborhoods,Fremont,47.66181,-122.35346,Private room,49,30,52,2021-08-27,1.31,6,342,3,
19386894,Nicki Minaj/Freddie Mercury room स्वागत हे svaagat he,85076667,Sabrina & Perry,Other neighborhoods,Fremont,47.66325,-122.35395,Private room,49,30,34,2019-11-11,0.68,6,239,0,
19414289,Pvt. Entrance Bed & Bath in lovely bungalow basemt,27066609,Hayley,Other neighborhoods,Roosevelt,47.67851,-122.31833,Entire home/apt,75,30,8,2020-02-09,0.21,1,266,0,STR-OPLI-19-002348
19419602,Ultra Modern 1BR Townhome in Queen Anne!,41947998,Muni,Queen Anne,North Queen Anne,47.65024,-122.36857,Entire home/apt,345,30,24,2021-07-10,0.63,1,308,1,
19437592,Comfortable Wallingford Studio near UW,75924772,Mike,Other neighborhoods,Wallingford,47.6628,-122.32284,Private room,66,1,242,2021-09-19,5.33,1,129,60,STR-OPLI-20-000226
19438023,Immaculate 2 BR Under the Space Needle & Key Arena,27322459,Drew,Queen Anne,Lower Queen Anne,47.621,-122.35563,Entire home/apt,137,30,55,2019-08-04,1.09,2,329,0,
19501685,"Close to everything: 2 beds/1 bath, very private!",6171087,Becca,Central Area,Minor,47.60489,-122.30539,Private room,163,1,83,2021-09-07,1.65,2,175,22,STR-OPLI-19-001986
19507808,Private Bath in Modern Home #1 with one bed,12194562,Kazami,Central Area,Atlantic,47.594,-122.30892,Private room,177,2,115,2021-09-19,2.70,1,73,29,STR-OPLI-19-001126
19508222,New Wallingford Guest House,44113701,Sara,Other neighborhoods,Wallingford,47.65421,-122.33398,Entire home/apt,114,2,138,2021-09-15,2.71,1,5,10,STR-OPLI-20-000045
19528362,MODERN TOWNHOUSE IN SEATTLE WITH ROOFTOP DECK,135583295,Marcus,Central Area,Atlantic,47.595692,-122.299484,Entire home/apt,163,2,38,2021-09-23,1.80,1,98,11,STR-OPLI-19-000925
19532499,"Seattle Daylight Basement, near UW/Children's",5167419,Lucy And Chris,Lake City,Matthews Beach,47.69784,-122.27669,Entire home/apt,75,28,105,2021-09-19,2.29,1,122,5,STR-OPLI-19-001091
19556530,North Admiral Beaches,137414994,Patrick,West Seattle,North Admiral,47.58832,-122.38604,Private room,96,30,19,2019-08-11,0.45,2,2,0,
19566387,"Comfy room near green lake, conveniently located",18973577,Xinyu,Northgate,North College Park,47.69228,-122.34067,Private room,80,30,30,2021-08-11,0.60,1,269,1,
19574550,Spacious Studio on Queen Anne,70574267,Jim,Queen Anne,West Queen Anne,47.64063,-122.3751,Entire home/apt,125,30,30,2021-07-03,0.92,1,358,2,
19575179,Spacious Private Bedroom Near Madrona,81206141,Kp,Central Area,Mann,47.61175,-122.29857,Private room,40,30,0,,,1,345,0,
19591463,Meet the Goats at a Characterful Farm-Chic Hideaway,116740214,Luke,Beacon Hill,Mid-Beacon Hill,47.54953,-122.30814,Entire home/apt,120,2,304,2021-09-02,5.98,6,149,77,STR-OPLI-19-001953
19592087,North Admiral Beaches - Upper,137414994,Patrick,West Seattle,North Admiral,47.59026,-122.38623,Private room,54,30,37,2020-01-18,0.73,2,44,0,
19594064,No Car Needed | Cozy N Beacon Apt by Light Rail,903177,Max,Beacon Hill,North Beacon Hill,47.57728,-122.30931,Private room,68,1,60,2021-09-23,1.57,1,215,6,STR-OPLI-19-000186
19598979,Basement  bungalow w private entrnc,55046216,Cavin,Other neighborhoods,Greenwood,47.68606,-122.35493,Entire home/apt,105,1,351,2021-09-22,16.58,1,356,74,STR-OPLI-20-000232
19619980,Urban Architectural Retreat with Rooftop Deck & Fireplace,28420265,Sherry,Beacon Hill,North Beacon Hill,47.58761,-122.30992,Entire home/apt,195,2,66,2021-09-17,1.30,23,199,18,STR-OPLI-19-000687
